"group","value"
"gasf",0.670513812219447
"gasf",0.503149795483047
"gasf",0.502446585328691
"gasf",0.586131523739202
"gasf",0.502449515371
"gasf",0.502798190405866
"gasf",0.252100840336134
"gasf",0.4187675070028
"gasf",0.335431243627156
"gasf",0.670162207142269
"gasf",2.42783305790935
"gasf",0.669813532107402
"gasf",0.67016513718458
"gasf",0.502798190405866
"gasf",0.419116182037667
"gasf",0.251749235258956
"gasf",0.419113251995358
"gasf",0.168067226890756
"gasf",0.502798190405866
"gasf",0.503146865440736
"gadf",0.587180478886116
"gadf",0.587180478886116
"gadf",0.335782848704334
"gadf",0.419464857072536
"gadf",0.587180478886116
"gadf",0.419816462149714
"gadf",0.335782848704334
"gadf",0.419464857072536
"gadf",0.335782848704334
"gadf",0.251749235258956
"gadf",0.419464857072536
"gadf",0.419816462149714
"gadf",0.503146865440736
"gadf",0.335782848704334
"gadf",0.419464857072536
"gadf",0.503498470517914
"gadf",0.335782848704334
"gadf",0.419464857072536
"gadf",0.419464857072533
"gadf",0.670865417296627
"mtf",0.502097910293824
"mtf",0.418764576960491
"mtf",0.335431243627158
"mtf",0.419464857072536
"mtf",0.335431243627158
"mtf",0.502446585328691
"mtf",0.502097910293824
"mtf",0.335082568592289
"mtf",0.335431243627158
"mtf",0.335431243627158
"mtf",0.335431243627158
"mtf",0.33507963854998
"mtf",0.419113251995358
"mtf",0.251749235258956
"mtf",0.419464857072536
"mtf",0.586131523739202
"mtf",0.335431243627158
"mtf",0.335431243627158
"mtf",0.502097910293824
"mtf",0.418764576960491
