"group","value"
"Append RGB 128",0.670513812219447
"Append RGB 128",0.503149795483047
"Append RGB 128",0.502446585328691
"Append RGB 128",0.586131523739202
"Append RGB 128",0.502449515371
"Append RGB 128",0.502798190405866
"Append RGB 128",0.252100840336134
"Append RGB 128",0.4187675070028
"Append RGB 128",0.335431243627156
"Append RGB 128",0.670162207142269
"Append RGB 128",2.42783305790935
"Append RGB 128",0.669813532107402
"Append RGB 128",0.67016513718458
"Append RGB 128",0.502798190405866
"Append RGB 128",0.419116182037667
"Append RGB 128",0.251749235258956
"Append RGB 128",0.419113251995358
"Append RGB 128",0.168067226890756
"Append RGB 128",0.502798190405866
"Append RGB 128",0.503146865440736
"Append RGB 128",0.587180478886116
"Append RGB 128",0.587180478886116
"Append RGB 128",0.335782848704334
"Append RGB 128",0.419464857072536
"Append RGB 128",0.587180478886116
"Append RGB 128",0.419816462149714
"Append RGB 128",0.335782848704334
"Append RGB 128",0.419464857072536
"Append RGB 128",0.335782848704334
"Append RGB 128",0.251749235258956
"Append RGB 128",0.419464857072536
"Append RGB 128",0.419816462149714
"Append RGB 128",0.503146865440736
"Append RGB 128",0.335782848704334
"Append RGB 128",0.419464857072536
"Append RGB 128",0.503498470517914
"Append RGB 128",0.335782848704334
"Append RGB 128",0.419464857072536
"Append RGB 128",0.419464857072533
"Append RGB 128",0.670865417296627
"Append RGB 128",0.502097910293824
"Append RGB 128",0.418764576960491
"Append RGB 128",0.335431243627158
"Append RGB 128",0.419464857072536
"Append RGB 128",0.335431243627158
"Append RGB 128",0.502446585328691
"Append RGB 128",0.502097910293824
"Append RGB 128",0.335082568592289
"Append RGB 128",0.335431243627158
"Append RGB 128",0.335431243627158
"Append RGB 128",0.335431243627158
"Append RGB 128",0.33507963854998
"Append RGB 128",0.419113251995358
"Append RGB 128",0.251749235258956
"Append RGB 128",0.419464857072536
"Append RGB 128",0.586131523739202
"Append RGB 128",0.335431243627158
"Append RGB 128",0.335431243627158
"Append RGB 128",0.502097910293824
"Append RGB 128",0.418764576960491
"Append RGB 64",0.838929714145069
"Append RGB 64",0.838578109067896
"Append RGB 64",0.922963327590452
"Append RGB 64",0.754547425664827
"Append RGB 64",1.08822650399071
"Append RGB 64",0.754544495622516
"Append RGB 64",1.00454449562251
"Append RGB 64",1.08927838917994
"Append RGB 64",0.754896100699693
"Append RGB 64",1.00559345076943
"Append RGB 64",1.17260879247096
"Append RGB 64",1.00524477573456
"Append RGB 64",1.00524770577687
"Append RGB 64",1.08857810906789
"Append RGB 64",0.839281319222249
"Append RGB 64",1.00489317065738
"Append RGB 64",0.83788075899816
"Append RGB 64",1.00524477573456
"Append RGB 64",0.922260117436098
"Append RGB 64",1.0885810391102
"Append RGB 64",0.419464857072533
"Append RGB 64",0.670165137184582
"Append RGB 64",0.419113251995358
"Append RGB 64",0.335782848704334
"Append RGB 64",0.502449515371
"Append RGB 64",0.419464857072536
"Append RGB 64",0.335431243627158
"Append RGB 64",0.335434173669467
"Append RGB 64",0.252100840336134
"Append RGB 64",0.336134453781514
"Append RGB 64",0.335431243627158
"Append RGB 64",0.335782848704334
"Append RGB 64",0.251749235258956
"Append RGB 64",0.252100840336134
"Append RGB 64",0.420168067226891
"Append RGB 64",0.4187675070028
"Append RGB 64",0.419464857072536
"Append RGB 64",0.503498470517916
"Append RGB 64",0.419464857072536
"Append RGB 64",0.419464857072536
"Append RGB 64",0.502446585328691
"Append RGB 64",1.00419582058765
"Append RGB 64",1.08892971414507
"Append RGB 64",0.83788075899816
"Append RGB 64",0.754547425664827
"Append RGB 64",0.753495540475604
"Append RGB 64",0.836828873808937
"Append RGB 64",0.754195820587651
"Append RGB 64",0.753847145552782
"Append RGB 64",1.08822943403303
"Append RGB 64",0.753847145552782
"Append RGB 64",0.502097910293822
"Append RGB 64",0.754547425664827
"Append RGB 64",0.837180478886115
"Append RGB 64",0.754198750629955
"Append RGB 64",0.83788075899816
"Append RGB 64",1.08822943403303
"Append RGB 64",0.921214092331493
"Append RGB 64",0.921211162289184
"Append RGB 64",0.670165137184577
