"group","value"
"Grayscale",1.00594505584661
"Grayscale",0.670513812219449
"Grayscale",1.25559345076943
"Grayscale",0.921214092331493
"Grayscale",1.50909485132965
"Grayscale",1.08962706421481
"Grayscale",1.00629373088147
"Grayscale",0.922611722513274
"Grayscale",1.17226011743609
"Grayscale",0.838229434033029
"Grayscale",1.00524477573456
"Grayscale",1.17260586242865
"Grayscale",0.837529153920982
"Grayscale",1.08892678410276
"Grayscale",0.838578109067896
"Grayscale",0.921211162289184
"Grayscale",1.33927545913763
"Grayscale",1.50664240591634
"Grayscale",1.08822943403303
"Grayscale",1.00699694103583
"Grayscale",1.34172497450863
"Grayscale",1.7583916411753
"Grayscale",1.67365774761788
"Grayscale",1.67505830784197
"Grayscale",1.3385781090679
"Grayscale",1.84172497450863
"Grayscale",1.08997573924967
"Grayscale",1.67540698287683
"Grayscale",1.67540991291915
"Grayscale",1.84242232457837
"Grayscale",1.59067601936172
"Grayscale",1.33962706421481
"Grayscale",1.50769136106325
"Grayscale",1.42366067766019
"Grayscale",1.59242525462068
"Grayscale",1.92611019303119
"Grayscale",1.50664533595865
"Grayscale",1.67470670276479
"Grayscale",1.5083916411753
"Grayscale",1.50699108095121
"Grayscale",0.754547425664827
"Grayscale",0.753847145552782
"Grayscale",0.83788075899816
"Grayscale",0.753847145552782
"Grayscale",0.83788075899816
"Grayscale",0.670513812219449
"Grayscale",0.837180478886115
"Grayscale",0.920862487254317
"Grayscale",0.67016513718458
"Grayscale",0.753847145552782
"Grayscale",0.83788075899816
"Grayscale",0.753847145552782
"Grayscale",0.753495540475602
"Grayscale",0.921211162289184
"Grayscale",0.585779918662024
"Grayscale",0.669813532107402
"Grayscale",1.3396241341725
"Grayscale",0.754547425664827
"Grayscale",0.753495540475604
"Grayscale",0.753495540475602
"RGB",0.670513812219447
"RGB",0.503149795483047
"RGB",0.502446585328691
"RGB",0.586131523739202
"RGB",0.502449515371
"RGB",0.502798190405866
"RGB",0.252100840336134
"RGB",0.4187675070028
"RGB",0.335431243627156
"RGB",0.670162207142269
"RGB",2.42783305790935
"RGB",0.669813532107402
"RGB",0.67016513718458
"RGB",0.502798190405866
"RGB",0.419116182037667
"RGB",0.251749235258956
"RGB",0.419113251995358
"RGB",0.168067226890756
"RGB",0.502798190405866
"RGB",0.503146865440736
"RGB",0.587180478886116
"RGB",0.587180478886116
"RGB",0.335782848704334
"RGB",0.419464857072536
"RGB",0.587180478886116
"RGB",0.419816462149714
"RGB",0.335782848704334
"RGB",0.419464857072536
"RGB",0.335782848704334
"RGB",0.251749235258956
"RGB",0.419464857072536
"RGB",0.419816462149714
"RGB",0.503146865440736
"RGB",0.335782848704334
"RGB",0.419464857072536
"RGB",0.503498470517914
"RGB",0.335782848704334
"RGB",0.419464857072536
"RGB",0.419464857072533
"RGB",0.670865417296627
"RGB",0.502097910293824
"RGB",0.418764576960491
"RGB",0.335431243627158
"RGB",0.419464857072536
"RGB",0.335431243627158
"RGB",0.502446585328691
"RGB",0.502097910293824
"RGB",0.335082568592289
"RGB",0.335431243627158
"RGB",0.335431243627158
"RGB",0.335431243627158
"RGB",0.33507963854998
"RGB",0.419113251995358
"RGB",0.251749235258956
"RGB",0.419464857072536
"RGB",0.586131523739202
"RGB",0.335431243627158
"RGB",0.335431243627158
"RGB",0.502097910293824
"RGB",0.418764576960491
